,index,age,marital,education,balance,loan,previous,y
42427,44226,46,married,secondary,9299,no,2,yes
42429,44230,36,divorced,tertiary,1057,no,2,yes
42430,44231,32,married,tertiary,762,no,0,yes
42431,44232,45,married,tertiary,31472,no,0,yes
42432,44233,44,single,tertiary,1090,no,2,yes
42435,44236,57,married,secondary,3738,no,8,yes
42438,44239,29,single,secondary,1277,no,1,yes
42440,44241,31,divorced,tertiary,756,no,0,yes
42444,44245,54,married,secondary,1636,no,0,yes
42446,44247,49,divorced,tertiary,300,no,0,yes
42448,44249,35,single,secondary,321,no,3,yes
42449,44250,24,single,secondary,1234,no,2,yes
42451,44252,24,single,secondary,1295,no,1,yes
42452,44253,43,married,tertiary,839,no,0,yes
42453,44254,34,single,tertiary,1974,no,3,yes
42454,44255,60,married,primary,0,no,1,yes
42455,44256,27,married,tertiary,2855,no,4,yes
42456,44257,54,divorced,tertiary,5475,no,0,yes
42457,44258,38,married,tertiary,536,no,0,yes
42460,44261,34,single,secondary,1279,no,8,yes
42463,44265,36,married,tertiary,203,no,2,yes
42464,44266,33,single,tertiary,146,no,0,yes
42465,44267,37,single,tertiary,0,no,0,yes
42466,44268,35,married,tertiary,4124,no,7,yes
42467,44269,41,married,secondary,14968,no,0,yes
42470,44272,36,divorced,secondary,1451,no,17,yes
42471,44273,30,single,tertiary,3026,no,1,yes
42472,44274,41,single,tertiary,431,no,5,yes
42473,44275,29,single,tertiary,985,no,0,yes
42477,44279,82,married,primary,243,no,2,yes
42479,44281,56,married,secondary,393,yes,2,yes
42485,44287,37,married,secondary,1707,no,3,yes
42489,44292,44,divorced,secondary,8,no,0,yes
42492,44295,61,married,tertiary,10861,no,3,yes
42493,44296,23,single,secondary,794,no,3,yes
42494,44297,69,married,secondary,0,no,4,yes
42495,44299,33,single,tertiary,373,yes,4,yes
42496,44300,23,single,tertiary,1807,no,0,yes
42502,44306,45,married,secondary,2776,no,1,yes
42503,44307,61,married,secondary,1058,no,3,yes
42507,44312,40,married,secondary,0,no,11,yes
42508,44313,55,married,tertiary,1320,no,2,yes
42510,44315,39,married,primary,7005,no,3,yes
42511,44316,82,divorced,primary,1381,no,4,yes
42512,44317,27,single,secondary,204,no,0,yes
42513,44318,26,married,secondary,267,no,0,yes
42515,44320,22,single,tertiary,993,no,1,yes
42516,44321,27,single,tertiary,311,no,4,yes
42518,44323,53,married,primary,306,no,1,yes
42519,44324,54,married,tertiary,752,no,4,yes
42522,44327,64,married,secondary,1574,no,0,yes
42524,44329,57,married,tertiary,1181,no,2,yes
42525,44330,31,single,tertiary,1761,no,3,yes
42526,44332,35,single,tertiary,154,no,2,yes
42528,44334,77,married,secondary,4112,no,3,yes
42529,44335,36,married,secondary,11650,no,0,yes
42530,44336,32,married,tertiary,6138,no,9,yes
42531,44339,69,single,tertiary,2144,no,4,yes
42532,44340,69,married,tertiary,482,no,1,yes
42538,44346,34,married,tertiary,0,no,2,yes
42539,44347,71,married,secondary,3020,no,3,yes
42541,44349,45,single,tertiary,4831,no,11,yes
42542,44350,64,married,primary,12067,no,2,yes
42544,44352,35,single,secondary,1227,no,10,yes
42558,44367,34,single,tertiary,275,no,23,yes
42559,44368,34,married,secondary,369,no,4,yes
42563,44375,53,single,secondary,2398,no,2,yes
42564,44376,63,married,tertiary,2785,no,3,yes
42569,44382,37,single,tertiary,62,no,8,yes
42572,44385,29,single,secondary,1377,no,2,yes
42573,44386,29,single,tertiary,163,no,0,yes
42574,44387,38,married,tertiary,1199,no,0,yes
42576,44389,62,married,secondary,569,no,6,yes
42577,44390,34,married,secondary,0,no,2,yes
42578,44391,56,married,secondary,1989,no,4,yes
42579,44392,48,single,primary,46,no,1,yes
42582,44395,42,married,tertiary,372,no,0,yes
42583,44396,68,married,tertiary,2812,no,3,yes
42584,44397,60,married,secondary,0,no,5,yes
42585,44398,34,married,tertiary,69,yes,3,yes
42586,44399,43,married,primary,2952,no,1,yes
42588,44401,62,married,secondary,569,no,8,yes
42590,44403,68,married,tertiary,2812,no,7,yes
42591,44404,38,married,tertiary,1199,no,1,yes
42592,44406,63,married,secondary,3904,no,2,yes
42593,44407,48,married,secondary,156,no,0,yes
42594,44408,30,single,tertiary,1788,no,2,yes
42595,44409,45,married,secondary,205,no,3,yes
42596,44411,59,married,secondary,1625,no,2,yes
42597,44412,38,married,tertiary,238,no,3,yes
42599,44414,49,married,secondary,1730,no,4,yes
42601,44416,30,single,tertiary,19,no,5,yes
42603,44418,35,single,tertiary,415,no,4,yes
42604,44419,32,married,tertiary,1812,no,4,yes
42606,44422,30,single,secondary,3528,no,2,yes
42608,44424,33,married,secondary,180,no,3,yes
42609,44425,48,single,primary,46,no,3,yes
42610,44426,38,married,secondary,4017,no,3,yes
42612,44428,34,married,tertiary,69,yes,6,yes
42613,44429,42,married,tertiary,372,no,2,yes
42614,44430,36,married,tertiary,1133,no,2,yes
42616,44432,34,married,secondary,0,no,3,yes
42619,44435,34,married,tertiary,79,no,5,yes
42620,44436,29,single,tertiary,437,no,1,yes
42621,44437,38,married,secondary,318,no,6,yes
42623,44439,41,single,tertiary,1646,no,8,yes
42625,44441,45,single,secondary,0,no,1,yes
42626,44442,57,divorced,secondary,470,no,0,yes
42627,44443,53,married,tertiary,3591,no,2,yes
42628,44444,56,divorced,tertiary,2037,no,6,yes
42629,44445,36,married,secondary,394,no,0,yes
42631,44447,33,single,secondary,2979,no,1,yes
42632,44448,41,married,tertiary,1092,no,0,yes
42634,44450,34,divorced,secondary,661,no,10,yes
42637,44453,29,single,tertiary,2196,no,0,yes
42638,44454,34,single,tertiary,417,no,15,yes
42639,44455,21,single,tertiary,2077,no,0,yes
42640,44456,27,single,tertiary,347,no,0,yes
42641,44457,37,married,tertiary,2283,no,4,yes
42644,44460,33,married,secondary,1536,no,4,yes
42645,44461,45,married,secondary,446,no,0,yes
42646,44462,61,married,primary,5,no,3,yes
42647,44463,27,single,tertiary,401,no,2,yes
42648,44464,22,single,secondary,216,no,2,yes
42649,44465,37,married,secondary,565,no,3,yes
42652,44468,45,married,secondary,476,no,1,yes
42653,44469,35,single,secondary,-32,yes,9,yes
42654,44470,28,single,secondary,1348,no,0,yes
42656,44472,31,single,secondary,228,no,4,yes
42657,44473,62,married,tertiary,1859,no,0,yes
42658,44474,47,married,tertiary,2306,no,0,yes
42670,44487,60,married,secondary,824,no,8,yes
42672,44489,31,married,secondary,0,no,1,yes
42675,44492,25,single,secondary,348,no,0,yes
42676,44494,40,married,secondary,1515,no,0,yes
42677,44495,44,married,tertiary,121,no,0,yes
42678,44496,33,married,tertiary,1514,no,2,yes
42679,44497,53,married,secondary,94,no,14,yes
42680,44498,32,married,secondary,473,yes,3,yes
42681,44499,30,single,tertiary,2325,no,7,yes
42682,44501,56,divorced,secondary,3450,no,2,yes
42684,44503,38,single,secondary,2543,no,4,yes
42686,44505,22,single,secondary,2138,yes,2,yes
42687,44506,34,single,secondary,2085,no,2,yes
42689,44508,29,single,secondary,464,no,1,yes
42691,44510,61,married,secondary,1853,no,2,yes
42692,44511,62,married,secondary,272,no,2,yes
42694,44513,24,single,secondary,1925,no,0,yes
42696,44515,65,married,tertiary,2331,no,2,yes
42697,44516,70,married,primary,324,no,6,yes
42698,44517,60,married,secondary,116,no,8,yes
42699,44518,30,single,secondary,1779,no,1,yes
42700,44519,51,married,tertiary,346,no,6,yes
42701,44520,36,single,tertiary,353,no,2,yes
42702,44521,42,married,tertiary,27696,no,7,yes
42703,44522,58,married,secondary,2155,yes,7,yes
42705,44524,35,married,secondary,2374,no,5,yes
42707,44526,35,married,tertiary,7050,no,4,yes
42708,44527,43,married,secondary,413,no,4,yes
42710,44529,77,married,primary,2590,no,20,yes
42711,44530,34,married,secondary,320,no,2,yes
42712,44531,35,married,secondary,1454,no,4,yes
42713,44532,39,married,secondary,1382,no,2,yes
42714,44534,75,married,secondary,291,no,2,yes
42716,44536,35,married,tertiary,2427,no,10,yes
42717,44537,41,married,secondary,2498,no,0,yes
42718,44539,51,married,secondary,2007,no,0,yes
42719,44540,48,married,secondary,926,no,10,yes
42721,44542,26,single,secondary,632,no,1,yes
42723,44544,55,married,secondary,2206,no,5,yes
42725,44547,44,married,tertiary,1791,no,2,yes
42727,44549,49,married,primary,1830,no,1,yes
42728,44550,29,single,tertiary,814,no,0,yes
42729,44551,67,divorced,secondary,5275,no,0,yes
42730,44552,42,divorced,secondary,2129,no,2,yes
42733,44555,58,married,secondary,169,no,8,yes
42734,44556,35,married,tertiary,2717,no,0,yes
42735,44557,45,married,tertiary,226,no,10,yes
42738,44560,37,married,tertiary,341,no,3,yes
42739,44561,35,divorced,tertiary,2885,no,8,yes
42743,44565,61,married,secondary,523,no,4,yes
42745,44567,60,divorced,secondary,367,no,0,yes
42748,44570,60,married,tertiary,4256,no,1,yes
42750,44572,33,married,secondary,484,no,9,yes
42753,44575,27,single,secondary,535,no,4,yes
42758,44580,65,married,primary,1760,no,0,yes
42761,44583,24,single,secondary,431,no,5,yes
42785,44608,57,married,tertiary,1269,no,0,yes
42787,44610,63,married,secondary,0,no,0,yes
42789,44612,36,single,tertiary,364,yes,1,yes
42790,44613,61,married,primary,211,no,3,yes
42791,44614,52,married,tertiary,4012,no,5,yes
42792,44615,34,single,tertiary,625,yes,0,yes
42795,44618,60,married,tertiary,474,no,3,yes
42796,44619,28,single,tertiary,1584,no,0,yes
42799,44622,60,married,tertiary,315,no,3,yes
42800,44623,32,married,secondary,200,no,3,yes
42801,44624,34,married,tertiary,589,no,3,yes
42803,44626,31,single,secondary,-205,no,1,yes
42806,44629,28,single,secondary,-46,no,14,yes
42807,44630,55,married,secondary,8304,no,1,yes
42808,44631,65,married,primary,308,no,0,yes
42809,44632,22,single,secondary,552,no,0,yes
42812,44635,37,married,tertiary,1113,no,2,yes
42818,44641,35,single,tertiary,992,yes,0,yes
42819,44642,33,single,tertiary,272,no,3,yes
42820,44643,75,married,primary,1413,no,2,yes
42827,44652,33,single,tertiary,1623,no,0,yes
42829,44654,27,single,tertiary,1075,no,1,yes
42830,44655,62,married,secondary,1128,no,3,yes
42832,44657,38,married,tertiary,630,no,3,yes
42837,44663,25,single,secondary,2975,no,0,yes
42838,44664,41,single,tertiary,7968,no,4,yes
42839,44665,25,single,secondary,154,no,3,yes
42844,44670,27,single,tertiary,5169,no,3,yes
42847,44673,49,single,tertiary,228,no,2,yes
42848,44674,39,single,secondary,91,no,1,yes
42853,44679,43,married,secondary,4945,no,2,yes
42862,44689,48,married,tertiary,0,no,6,yes
42863,44691,32,married,secondary,390,no,1,yes
42864,44692,43,single,secondary,1707,no,5,yes
42866,44694,65,married,secondary,952,no,1,yes
42867,44695,72,married,secondary,1978,no,0,yes
42869,44697,33,single,secondary,329,no,2,yes
42874,44702,26,single,secondary,1105,no,3,yes
42875,44703,37,married,secondary,52,no,9,yes
42879,44707,33,married,secondary,616,no,0,yes
42885,44714,45,married,tertiary,406,no,0,yes
42888,44717,37,married,tertiary,6771,no,1,yes
42890,44719,28,single,tertiary,890,no,0,yes
42894,44723,61,married,primary,56,no,0,yes
42895,44724,32,married,primary,1644,no,5,yes
42896,44725,51,single,tertiary,151,no,3,yes
42897,44726,38,married,secondary,0,no,3,yes
42900,44729,34,divorced,tertiary,2240,no,3,yes
42902,44731,60,married,secondary,957,no,3,yes
42904,44733,24,single,secondary,689,no,0,yes
42906,44735,36,married,tertiary,2161,no,5,yes
42908,44738,80,married,secondary,8304,no,13,yes
42909,44739,37,single,tertiary,698,no,0,yes
42913,44744,39,married,tertiary,494,no,5,yes
42914,44745,62,married,secondary,2801,yes,1,yes
42915,44746,84,married,tertiary,4761,no,3,yes
42916,44747,24,single,tertiary,834,no,0,yes
42917,44748,37,married,secondary,1978,no,1,yes
42918,44749,24,single,secondary,139,no,0,yes
42919,44750,28,married,tertiary,12,no,0,yes
42920,44751,31,married,tertiary,877,no,8,yes
42923,44754,33,single,secondary,2066,yes,2,yes
42924,44755,33,single,secondary,555,no,1,yes
42925,44756,64,married,primary,48,no,1,yes
42926,44757,48,married,primary,235,no,3,yes
42928,44759,28,married,secondary,1595,no,4,yes
42929,44760,28,single,tertiary,5741,no,3,yes
42931,44763,28,single,tertiary,187,no,2,yes
42933,44765,24,single,secondary,166,no,0,yes
42937,44769,52,married,secondary,1416,no,3,yes
42938,44770,37,single,tertiary,1189,no,4,yes
42940,44772,25,single,secondary,486,no,4,yes
42946,44778,58,married,tertiary,0,no,0,yes
42947,44780,72,married,primary,2321,no,12,yes
42948,44781,62,married,tertiary,2557,no,7,yes
42950,44783,41,married,secondary,3138,no,1,yes
42951,44784,28,single,tertiary,1720,no,4,yes
42953,44786,68,divorced,primary,2027,no,4,yes
42955,44788,75,married,primary,1765,no,4,yes
42956,44791,74,married,tertiary,1843,no,3,yes
42957,44792,40,married,tertiary,3585,no,0,yes
42958,44793,35,married,secondary,262,no,6,yes
42960,44795,49,married,tertiary,1093,yes,4,yes
42961,44797,63,divorced,secondary,4680,no,0,yes
42962,44798,38,married,tertiary,1477,no,2,yes
42964,44800,72,married,tertiary,3561,no,7,yes
42965,44801,24,single,secondary,8165,no,0,yes
42966,44802,31,single,tertiary,3340,no,3,yes
42970,44807,33,single,primary,611,no,0,yes
42971,44808,36,married,tertiary,376,no,0,yes
42972,44809,49,married,tertiary,1071,no,1,yes
42973,44810,29,married,tertiary,247,no,3,yes
42974,44811,39,divorced,secondary,112,no,0,yes
42976,44813,78,divorced,primary,527,no,0,yes
42977,44814,61,married,primary,2580,no,7,yes
42978,44815,60,married,secondary,975,no,1,yes
42979,44817,26,single,secondary,655,no,0,yes
42981,44820,23,single,tertiary,780,no,3,yes
42982,44821,67,married,secondary,2048,no,4,yes
42984,44824,28,single,secondary,127,no,0,yes
42986,44826,41,married,tertiary,0,no,11,yes
42987,44827,31,single,tertiary,4951,no,3,yes
42988,44828,34,married,tertiary,3301,no,6,yes
42989,44829,37,divorced,tertiary,488,no,2,yes
42990,44830,81,married,primary,1154,no,0,yes
42991,44831,46,divorced,tertiary,624,no,2,yes
42995,44835,46,married,primary,4343,no,0,yes
43003,44843,44,divorced,tertiary,2367,no,6,yes
43004,44844,23,single,secondary,283,no,2,yes
43005,44845,40,married,secondary,6403,no,0,yes
43006,44846,41,married,secondary,1819,no,3,yes
43007,44847,27,married,tertiary,802,no,0,yes
43010,44850,36,single,tertiary,5958,no,1,yes
43011,44851,60,married,secondary,3735,no,11,yes
43012,44852,55,married,secondary,2693,no,7,yes
43013,44853,58,married,secondary,99,no,0,yes
43015,44855,43,married,secondary,0,yes,13,yes
43016,44856,26,single,tertiary,1027,no,0,yes
43017,44857,25,single,tertiary,3902,no,0,yes
43018,44858,31,married,secondary,243,no,1,yes
43022,44862,54,single,secondary,0,no,0,yes
43023,44863,33,single,tertiary,224,no,4,yes
43025,44865,29,single,secondary,1055,no,1,yes
43027,44867,36,single,secondary,60,no,0,yes
43029,44869,59,married,tertiary,5397,no,3,yes
43035,44877,28,single,tertiary,6551,no,0,yes
43037,44879,30,single,tertiary,655,no,1,yes
43039,44881,35,single,secondary,303,no,10,yes
43042,44884,40,single,tertiary,3840,no,2,yes
43043,44885,32,single,secondary,2093,no,1,yes
43045,44887,49,married,tertiary,1167,yes,14,yes
43046,44888,50,married,secondary,2376,no,0,yes
43049,44891,55,divorced,secondary,0,no,4,yes
43051,44893,81,divorced,primary,949,no,1,yes
43056,44898,24,single,tertiary,393,no,0,yes
43060,44903,38,married,secondary,2678,no,1,yes
43061,44904,48,single,tertiary,334,no,12,yes
43066,44910,61,married,secondary,11,no,3,yes
43067,44911,67,married,primary,4416,no,0,yes
43068,44912,28,single,tertiary,390,no,4,yes
43069,44913,29,single,secondary,1934,no,0,yes
43086,44931,31,single,secondary,3511,no,1,yes
43087,44932,71,married,secondary,1696,no,0,yes
43088,44933,33,married,tertiary,1278,no,0,yes
43089,44934,47,married,tertiary,1011,no,0,yes
43090,44935,39,married,tertiary,2939,no,3,yes
43092,44937,26,single,tertiary,3466,no,0,yes
43095,44940,22,single,secondary,372,no,0,yes
43096,44941,34,single,tertiary,549,no,0,yes
43105,44950,32,single,secondary,1102,no,0,yes
43113,44960,58,divorced,secondary,3337,no,3,yes
43114,44961,48,married,secondary,368,no,7,yes
43115,44962,34,married,secondary,247,no,0,yes
43124,44972,36,single,secondary,12264,no,2,yes
43125,44973,67,married,secondary,203,no,2,yes
43127,44975,30,single,tertiary,502,no,6,yes
43129,44977,27,married,tertiary,346,no,0,yes
43131,44979,24,single,secondary,1809,no,2,yes
43135,44984,33,single,tertiary,816,no,2,yes
43141,44990,31,married,tertiary,4328,no,14,yes
43142,44991,25,single,secondary,1857,no,12,yes
43145,44994,27,single,secondary,279,no,0,yes
43149,44998,33,single,tertiary,131,no,2,yes
43153,45002,36,single,tertiary,2646,no,10,yes
43154,45003,62,divorced,tertiary,6,no,4,yes
43155,45004,29,single,tertiary,1579,no,5,yes
43156,45005,26,single,secondary,2007,no,5,yes
43157,45006,38,married,tertiary,413,no,3,yes
43162,45011,59,married,secondary,1,no,5,yes
43163,45012,51,married,tertiary,469,no,3,yes
43164,45013,28,single,tertiary,159,no,2,yes
43168,45017,27,single,secondary,643,no,1,yes
43178,45028,60,divorced,secondary,514,no,10,yes
43181,45031,42,married,secondary,1289,no,6,yes
43185,45035,47,married,secondary,3676,no,3,yes
43187,45037,45,single,tertiary,2048,no,1,yes
43188,45038,43,married,tertiary,0,no,2,yes
43189,45039,22,single,tertiary,104,yes,3,yes
43190,45040,34,married,secondary,159,no,0,yes
43192,45042,64,married,secondary,466,no,0,yes
43193,45043,39,divorced,secondary,728,yes,0,yes
43196,45046,27,single,tertiary,107,no,0,yes
43202,45052,49,married,secondary,1946,no,1,yes
43205,45056,64,married,tertiary,5112,no,11,yes
43206,45057,44,single,tertiary,1090,no,6,yes
43207,45058,36,married,tertiary,521,no,0,yes
43209,45060,64,divorced,secondary,4833,no,3,yes
43215,45066,29,single,secondary,1925,no,5,yes
43216,45067,52,married,secondary,335,no,1,yes
43218,45069,52,married,secondary,371,yes,3,yes
43220,45071,27,single,secondary,771,no,3,yes
43221,45072,54,divorced,tertiary,5475,no,4,yes
43222,45073,37,married,tertiary,203,no,5,yes
43223,45074,48,married,secondary,50,yes,0,yes
43224,45075,28,single,tertiary,11862,no,13,yes
43227,45078,77,married,secondary,820,no,4,yes
43228,45079,63,single,tertiary,791,no,0,yes
43230,45081,34,single,secondary,1279,no,10,yes
43232,45083,59,married,secondary,496,no,1,yes
43233,45084,29,single,tertiary,455,no,3,yes
43234,45085,25,single,secondary,325,no,0,yes
43235,45086,38,married,tertiary,536,no,1,yes
43239,45090,33,single,tertiary,146,no,3,yes
43241,45092,43,single,tertiary,2081,no,0,yes
43242,45093,37,married,secondary,480,no,8,yes
43243,45094,47,single,secondary,1693,no,4,yes
43245,45096,63,married,secondary,1495,no,4,yes
43246,45097,61,married,tertiary,10861,no,5,yes
43247,45099,30,single,tertiary,985,no,2,yes
43249,45101,74,married,secondary,935,no,3,yes
43250,45102,31,single,secondary,410,no,1,yes
43251,45103,33,married,secondary,51,yes,3,yes
43254,45106,32,married,secondary,660,no,1,yes
43255,45107,25,single,secondary,679,no,6,yes
43260,45113,26,single,tertiary,222,no,3,yes
43263,45116,25,single,secondary,1868,no,2,yes
43266,45119,47,married,secondary,1210,no,4,yes
43267,45120,32,married,secondary,1547,no,4,yes
43268,45121,56,divorced,secondary,1693,no,4,yes
43271,45124,27,single,primary,232,no,0,yes
43272,45125,40,divorced,tertiary,858,no,0,yes
